word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
appeal,ә'pi:l,n. attractiveness that interests or pleases or stimulates\nn. (law) a legal proceeding in which the appellant resorts to a higher court for the purpose of obtaining a review of a lower court decision and a reversal of the lower court's judgment or the granting of a new trial\nv. take a court case to a higher court for review\nv. request earnestly (something from somebody); ask for aid or protection,"n. 恳求, 诉请, 上诉, 吸引力\nvi. 呼吁, 诉请, 要求, 上诉, 有吸引力\nvt. 将...上诉",,4,1,gk cet4 cet6 ky toefl ielts gre,942,1852,s:appeals/p:appealed/i:appealing/d:appealed/3:appeals,,
appearance,ә'piәrәns,n. outward or visible aspect of a person or thing\nn. the event of coming into sight\nn. formal attendance (in court or at a hearing) of a party in an action\nn. a mental representation,"n. 出现, 露面, 外观, 外表, 出版\n[计] 外观, 版面",,4,1,gk cet4 ky ielts,1435,1684,s:appearances,,
appease,ә'pi:z,v cause to be more favorably inclined; gain the good will of\nv overcome or allay\nv make peace with,"vt. 抚慰, 缓解, 平息, 姑息\n[法] 使和缓, 使满足, 姑息",,1,,gre,13880,12426,d:appeased/i:appeasing/p:appeased/3:appeases,,
appendix,ә'pendiks,n. supplementary material that is collected and appended at the back of a book\nn. a vestigial process that extends from the lower end of the cecum and that resembles a small pouch,"n. 附录, 附加物, 阑尾\n[化] 增补",,1,,gk cet6 ky ielts,3748,12249,s:appendices,,
applaud,ә'plɒ:d,v. clap one's hands or shout after performances to indicate approval\nv. express approval of,"v. 拍手喝彩, 称赞, 赞同",,2,,gk cet6 ky toefl ielts gre,7585,5722,p:applauded/d:applauded/i:applauding/3:applauds,,
appliance,ә'plaiәns,n. a device or control that is very useful for a particular job\nn. durable goods for home or office use,"n. 器械, 用具, 应用\n[医] 矫正器; 器",,2,,cet4 cet6 ky toefl ielts,7150,6043,s:appliances,,
application,.æpli'keiʃәn,n. the act of bringing something to bear; using it for a particular purpose\nn. a verbal or written request for assistance or employment or admission to a school\nn. the work of applying something; \nn. a program that gives a computer instructions that provide the user with tools to accomplish a task,"n. 应用, 申请, 志愿书, 应用程序\n[计] 应用, 应用程序",,3,1,gk cet4 cet6 ky toefl ielts gre,608,1519,s:applications,,
apply,ә'plai,v. be pertinent or relevant or applicable\nv. ask (for something)\nv. refer (a word or name) to a person or thing\nv. apply oneself to,"vt. 涂, 应用\nvi. 申请, 适用",,4,1,gk cet4 cet6 ky toefl ielts,522,938,d:applied/3:applies/i:applying/p:applied,,
appraisal,ә'preizәl,"n. the classification of someone or something with respect to its worth\nn. a document appraising the value of something (as for insurance or taxation)\nn. an expert estimation of the quality, quantity, and other characteristics of someone or something","n. 评价, 估价\n[经] 评价, 评估",,1,,cet6 ky toefl ielts,5032,7757,s:appraisals,,
approach,ә'prәutʃ,n. ideas or actions intended to deal with a problem or situation\nn. the act of drawing spatially closer to something\nn. the event of one object coming closer to another\nn. the temporal property of becoming nearer in time,"n. 接近, 入门\nvt. 接近, 近似, 找...商量\nvi. 靠近",,4,1,gk cet4 cet6 ky toefl ielts gre,583,750,s:approaches/p:approached/i:approaching/d:approached/3:approaches,,
appropriate,ә'prәupriәt,"v. take possession of by force, as after an invasion\na. suitable for a particular person or place or condition etc","a. 适当的\n[经] 适当的, 拨出, 占用",,3,1,gk cet4 cet6 ky toefl ielts gre,883,1493,d:appropriated/3:appropriates/p:appropriated/i:appropriating,,
approve,ә'pru:v,v. give sanction to\nv. judge to be right or commendable; think well of,"vt. 赞同, 核准, 为...提供证据\nvi. 赞许",,4,1,gk cet4 cet6 ky toefl,1762,2053,d:approved/p:approved/i:approving/3:approves,,
apt,æpt,s. (usually followed by `to') naturally disposed toward\ns. at risk of or subject to experiencing something usually unpleasant\ns. mentally quick and resourceful,"a. 有...倾向的, 易于的, 恰当的, 聪明的\n[计] 自动数控语言, 自动图象传输, 自动程序控制, 自动程序设计工具",,2,,cet6 ky toefl ielts gre,7584,6999,s:apts/r:apter/t:aptest,,
arbitrary,'ɑ:bitrәri,a. based on or subject to individual discretion or preference or sometimes impulse or caprice,"a. 任意的, 武断的, 专治的, 霸道的",,1,,gk cet4 cet6 ky toefl ielts gre,5353,7545,,,
arc,ɑ:k,n. a continuous portion of a circle,"n. 弧, 弧形, 弓形, 弧光\n[化] 弧",,1,,cet6 toefl ielts,6611,5923,s:arcs/i:arcking/p:arcked/3:arcs/d:arcked,,
arena,ә'ri:nә,n. the central area of an ancient Roman amphitheater where contests and spectacles were held; especially an area that was strewn with sand\nn. a playing field where sports events take place,"n. 角斗场, 舞台, 场地\n[医] 尿沉渣, 尿沙; 脑沙",,2,,toefl ielts gre,5616,3590,s:arenas,,
argue,'ɑ:gju,v. present reasons and arguments\nv. have an argument about something\nv. give evidence of,"vi. 提出理由, 争论, 辩论\nvt. 主张, 辩论, 证明, 说服",,4,1,gk cet4 cet6 ky ielts,674,778,d:argued/p:argued/3:argues/i:arguing,,
armor,'ɑ:mә,n. protective covering made of metal and used in combat\nn. a military unit consisting of armored fighting vehicles\nn. tough more-or-less rigid protective covering of an animal or plant,"n. 盔甲, 潜水服, 装甲\nvt. 为...装甲",,,,toefl,0,5785,i:armoring/p:armored/3:armors/d:armored,,
arouse,ә'rauz,"v. call forth (emotions, feelings, and responses)\nv. to begin moving, ""As the thunder started the sleeping children began to stir""\nv. stimulate sexually","vt. 唤醒, 鼓励, 引起\nvi. 醒来",,2,,cet4 cet6 ky toefl ielts gre,4546,7151,d:aroused/p:aroused/i:arousing/3:arouses,,
arrange,ә'reindʒ,"v. put into a proper or systematic order\nv. make arrangements for\nv. adapt for performance in a different way\nv. arrange thoughts, ideas, temporal events","v. 安排, 排列, 达成协议\n[计] 重排",,4,1,gk cet4 ky toefl,1324,2216,d:arranged/i:arranging/p:arranged/3:arranges,,
arrangement,ә'reindʒmәnt,n. an orderly grouping (of things or persons) considered as a unit; the result of arranging\nn. an organized structure for arranging or classifying\nn. the act of arranging and adapting a piece of music,"n. 排列, 整齐, 安排\n[计] 排列",,3,1,gk cet4 toefl,1092,2357,s:arrangements,,
array,ә'rei,n. an orderly arrangement\nn. an impressive display\nn. especially fine or decorative clothing\nn. an arrangement of aerials spaced to give desired directional characteristics,"n. 排列, 衣服, 大批, 军队\nvt. 布署, 打扮, 排列\n[计] 数组; 阵列",,2,,cet6 ky toefl ielts gre,4766,3554,s:arrays/p:arrayed/d:arrayed/i:arraying/3:arrays,,
arrest,ә'rest,n. the state of inactivity following an interruption,"n. 逮捕, 监禁\nvt. 拘捕, 抑制, 吸引, 阻止",,4,1,gk cet4 cet6 ky toefl gre,2134,2140,d:arrested/s:arrests/i:arresting/p:arrested/3:arrests,,
arrogant,'ærәɡәnt,s. having or showing feelings of unwarranted importance out of overbearing pride,"a. 自大的, 傲慢的",,2,,cet6 ky toefl ielts gre,7752,7597,,,
artery,'ɑ:tәri,n. a blood vessel that carries blood from the heart to the body\nn. a major thoroughfare that bears important traffic,"n. 动脉, 干道, 要道\n[医] 动脉",,2,,ky toefl ielts gre,7981,5962,s:arteries,,
articulate,ɑ:'tikjulit,v. unite by forming a joint or joints\nv. express or state clearly\na. expressing yourself easily or characterized by clear expressive language,"a. 发音清晰的, 口才好的\nvt. 明白地说, 以关节连接, 使成为系统的整体",,2,,cet6 ky toefl ielts gre,6482,4865,d:articulated/i:articulating/3:articulates/p:articulated,,
artificial,.ɑ:ti'fiʃәl,a. contrived by art rather than nature\ns. artificially formal\ns. not arising from natural growth or characterized by vital processes,"a. 人造的, 假的, 非原地产的\n[医] 人工的, 人造的, 伟牟",,2,1,gk cet4 cet6 ky toefl ielts gre,3499,4003,s:artificials,,
artillery,ɑ:'tilәri,n. large but transportable armament\nn. an army unit that uses big guns,"n. 火炮, 炮兵, 炮术\n[机] 火炮, 炮兵",,2,,ielts gre,7223,6538,s:artilleries,,
ascend,ә'send,"v. travel up, ""We ascended the mountain""\nv. go back in order of genealogical succession\nv. become king or queen\nv. appear to be moving upward, as by means of tendrils","vi. 上升, 追溯, 登高\nvt. 攀登",,1,,cet6 ky toefl ielts,11375,9518,p:ascended/3:ascends/d:ascended/i:ascending,,
ascertain,.æsә'tein,v. learn or discover with certainty,"vt. 确定, 查明\n[法] 查明, 弄清, 确定",,1,,cet6 ky toefl ielts,5989,9571,d:ascertained/i:ascertaining/p:ascertained/3:ascertains,,
ascribe,ә'skraib,v attribute or credit to,"vt. 归因于, 归咎于\n[法] 归咎于",,1,,cet4 cet6 toefl ielts gre,7963,10907,d:ascribed/i:ascribing/3:ascribes/p:ascribed/s:ascribes,,
aspect,'æspekt,n. a distinct feature or element in a problem\nn. a characteristic to be considered\nn. the beginning or duration or completion or repetition of the action of a verb,"n. 外观, 方面, 面貌, 方向\n[医] 方面, 局面; 外观",,4,1,gk cet4 cet6 ky toefl gre,862,1357,s:aspects,,
aspiration,.æspә'reiʃәn,n. a will to succeed\nn. a manner of articulation involving an audible release of breath,"n. 热望, 志向, 渴望\n[医] 吸入; 吸[引], 吸引术",,,,cet6 toefl ielts gre,4763,5607,s:aspirations,,
assassination,ә.sæsi'neiʃәn,n. murder of a public figure by surprise attack,"n. 暗杀\n[法] 暗杀, 行刺",,,,ielts,7855,5434,s:assassinations,,
assault,ә'sɒ:t,n. close fighting during the culmination of a military attack\nn. a threatened or attempted physical attack by someone who appears to be able to cause bodily harm if not stopped\nn. thoroughbred that won the triple crown in 1946,"n. 攻击, 袭击\nvt. 袭击, 攻击\nvi. 发动攻击",,3,,cet6 ky toefl ielts gre,2970,2860,s:assaults/d:assaulted/i:assaulting/p:assaulted/3:assaults,,
assemble,ә'sembl,v. create by putting components or members together\nv. get people together,"vt. 集合, 收集, 装配\nvi. 集合\n[计] 汇编",,2,,cet4 cet6 ky toefl ielts gre,3928,3557,d:assembled/i:assembling/p:assembled/3:assembles,,
assert,ә'sә:t,v. state categorically\nv. insist on having one's opinions and rights recognized,"vt. 主张, 坚称, 断言\n[法] 宣称, 断言, 维护",,2,,cet6 ky toefl ielts gre,3438,3147,p:asserted/i:asserting/3:asserts/d:asserted,,
assess,ә'ses,"v. charge (a person or a property) with a payment, such as a tax or a fine\nv. estimate the value of (property) for taxation","vt. 估定, 对...征税, 评定\n[经] 估计, 估价, 确定(税款罚款等)的金额",,4,,gk cet4 cet6 ky toefl ielts gre,1488,2042,d:assessed/i:assessing/3:assesses/p:assessed,,
asset,'æset,n. a useful or valuable quality,"n. 资产, 有益的东西",,4,,cet6 ky toefl ielts gre,1498,2094,s:assets,,
assign,ә'sain,v. give out\nv. select something or someone for a specific purpose\nv. transfer one's right to\nv. decide as to where something belongs in a scheme,"vt. 分配, 指派, 赋值\n[计] 赋值",,2,,cet4 cet6 ky toefl ielts,3876,2611,d:assigned/i:assigning/3:assigns/p:assigned,,
assignment,ә'sainmәnt,n. a duty that you are assigned to perform (especially in the armed forces)\nn. the instrument by which a claim or right or interest or property is transferred from one person to another\nn. the act of distributing something to designated places or persons\nn. an undertaking that you have been assigned to do (as by an instructor),"n. 分配, 功课, 任务, 转让, 归因, 陈述\n[计] 赋值",,2,,cet4 cet6 ky toefl ielts,3817,3128,s:assignments,,
assimilate,ә'simileit,"v. become similar to one's environment\nv. make similar\nv. take (gas, light or heat) into a solution\nv. become similar in sound","vt. 使同化, 吸收, 使相拟, 把...比作\nvi. 被吸收, 被同化",,1,,cet6 ky toefl ielts gre,8860,9426,d:assimilated/i:assimilating/p:assimilated/3:assimilates,,
assistance,ә'sistәns,n the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose\nn a resource,"n. 协助, 援助\n[经] 援助, 帮助",,3,1,gk ky toefl ielts,2096,2081,,,
associate,ә'sәuʃieit,"n. a person who joins with others in some activity or endeavor\nn. a person with subordinate membership in a society, institution, or commercial enterprise\nn. any event that usually accompanies or is closely connected with another\nv. make a logical or causal connection","n. 同伴, 伙伴, 关联的事物\nvt. 使联合, 使发生联系\nvi. 交往\n[计] 关联",,3,1,gk cet4 cet6 ky toefl ielts gre,1216,1354,d:associated/s:associates/i:associating/p:associated/3:associates,,
association,ә.sәuʃә'eiʃәn,n. a formal organization of people or groups of people\nn. the act of consorting with or joining with others\nn. the state of being connected together as in memory or imagination\nn. the process of bringing ideas or events together in memory or imagination,n. 协会\n[计] 关联,,4,1,gk cet4 cet6 ky toefl ielts,742,1859,s:associations,,
assume,ә'sju:m,"v. take to be the case or to be true; accept without verification or proof\nv. take on titles, offices, duties, responsibilities\nv. take on a certain form, attribute, or aspect\nv. occupy or take on","vt. 假定, 承担, 呈现\nvi. 装腔作势, 僭越",,4,1,gk cet4 cet6 ky toefl ielts gre,886,1091,d:assumed/i:assuming/p:assumed/3:assumes,,
assumption,ә'sʌmpʃәn,n. a hypothesis that is taken for granted\nn. the act of taking possession of or power over something\nn. celebration in the Roman Catholic Church of the Virgin Mary's being taken up into heaven when her earthly life ended; corresponds to the Dormition in the Eastern Orthodox Church\nn. (Christianity) the taking up of the body and soul of the Virgin Mary when her earthly life had ended,"n. 假定, 自负, 担任, 假装\n[经] 假定, 承担",,3,,gk cet4 cet6 ky toefl ielts gre,1693,2606,s:assumptions,,
assurance,ә'ʃuәrәns,n. freedom from doubt; belief in yourself and your abilities\nn. a binding commitment to do or give or refrain from something\nn. a statement intended to inspire confidence\nn. a British term for some kinds of insurance,"n. 保证, 把握, 信心, 保险\n[经] 保证, 担保, 保险",,2,,cet6 ky ielts,3133,5702,s:assurances,,
assure,ә'ʃuә,v. inform positively and with certainty and confidence\nv. assure somebody of the truth of something with the intention of giving the listener confidence,"vt. 保证, 使确信, 弄清楚, 担保\n[法] 确信, 保证, 保障",,2,1,cet4 cet6 ky toefl ielts gre,2640,2571,p:assured/d:assured/3:assures/i:assuring,,
athlete,'æθli:t,n. a person trained to compete in sports,"n. 运动员, 运动选手\n[医] 运动员",,3,,gk cet4 cet6 ky toefl ielts,6584,1600,s:athletes,,
atlas,'ætlәs,n. (Greek mythology) a Titan who was forced by Zeus to bear the sky on his shoulders\nn. a collection of maps in book form\nn. the 1st cervical vertebra\nn. a figure of a man used as a supporting column,"n. 地图集, 图表集\n[计] 自动测试和负载分析系统",,1,,ielts,12003,15805,,,
