word,sentenceId,sentence,decision,categories,rationale,reviewType,seed,semanticDecisionSource,defaultLearningAppropriateness,targetTeachingValue,contextVocabularyLoad,syntaxSimplicity,standaloneClarity,topicNeutrality,naturalModernEnglish,finalEditorDecision,severeInappropriate
evolution,11076028,He is an anthropology professor at our university who studies the evolution of societies.,pass,,An anthropology professor studying social change gives evolution a clear development-over-time meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
possess,12768666,"You possess a strength that comes not from force, but from grace.",pass,,Possessing a strength from grace gives possess a clear figurative ownership meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
bounce,12766062,Can the economy bounce back after the crisis?,pass,,An economy bouncing back after crisis is a familiar recovery context that directly shows bounce.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
abnormal,12188741,Mental illness is a normal response to abnormal circumstances.,pass,,The contrast between normal and abnormal circumstances gives abnormal a clear deviation meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
blink,12772613,Everything changed in the blink of an eye.,pass,,The blink of an eye is a familiar idiom that clearly shows blink as a very short moment.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
aspect,8508837,Addiction is not a personal failing but an aspect of an exploitative system.,reject,medical-heavy; public-controversy,Addiction and an exploitative-system claim make aspect depend on a sensitive medical-policy argument rather than a neutral example.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,false
coalition,12776970,They form a coalition for change.,pass,,A coalition for change is a simple civic group context that clearly illustrates coalition.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
annoy,11669225,I pronounced his name wrong on purpose to annoy him.,pass,,Pronouncing a name wrong on purpose gives annoy a direct interpersonal cause-and-effect context.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
segment,11464685,Germany outright bans any speech that overtly promotes racism or insults a certain segment of the population.,reject,hate; political-heavy,A law banning speech and insulting racial groups makes segment part of a charged legal and hate-speech dispute.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,false
motivate,12775177,They motivate each other to succeed.,pass,,"Motivating one another to succeed is a clear, everyday use of motivate.",phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
slide,10834344,I'll let it slide this time.,pass,,Letting an action slide is a common idiom that clearly demonstrates slide in a figurative sense.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
cable,11211327,Could carbon nanotubes be used to make a cable for a space elevator?,reject,specialist-background; fantastical-context,Carbon nanotubes and a space elevator require speculative engineering background that overwhelms cable.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,false
sneak,12381078,Tom was caught trying to sneak contraband into the prison.,reject,violence; context-too-hard,Sneaking contraband into prison adds crime and institutional background that is unnecessary for the basic verb sneak.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
unfold,10765107,Fold and unfold along each of the lines to make a crease.,pass,,"Folding and unfolding along lines to make a crease is a precise, accessible instruction.",phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
resolve,12766154,Are diplomatic efforts enough to resolve the crisis?,pass,,Diplomatic efforts resolving a crisis give resolve a clear problem-solving meaning in simple language.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
exchange,11951448,Can you exchange any cryptocurrencies for a fixed amount of gold or silver?,reject,context-too-hard; public-controversy,Cryptocurrencies and fixed gold or silver exchange create specialist financial context that overwhelms exchange.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
negative,9805726,What is one negative thing your last boss say about you?,reject,unnatural-English,"The question has a subject-verb agreement error, so it does not provide a reliable natural model for negative.",phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,false
transition,10338411,It's time to transition to a gift economy.,reject,political-heavy; context-too-hard,Transitioning to a gift economy introduces a political-economic concept that is harder than transition and not needed for it.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
reign,11459265,Here we are in the reign of mediocrity!,reject,archaic; weak-teaching-value,Reign of mediocrity is an ornate abstract phrase that gives reign little concrete default teaching value.,phase-a-post-curation-review,216485891,sentence-read,NO,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,false
benefit,9796259,People with dark hair would benefit more from laser hair removal than electrolysis.,reject,medical-heavy; context-too-hard,Laser hair removal and electrolysis create specialist cosmetic-medical detail that is unnecessary for benefit.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
cite,12417879,"Please cite an authority on the English language, rather than Grammarly.",pass,,Citing an English-language authority rather than a grammar tool is a clear modern use of cite.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
appropriate,11236017,Remember to end every sentence with an appropriate punctuation mark.,pass,,Appropriate punctuation is a direct classroom example that clearly shows appropriate.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
vice,10923883,Sane people are more of a threat to mentally ill people than vice versa.,reject,medical-heavy; hate,The sane and mentally ill comparison makes vice depend on stigmatizing medical language rather than a neutral example.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,false
committee,12838248,I'm speaking on behalf of the small committee.,pass,,Speaking for a small committee is a simple group-work context that directly illustrates committee.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
mission,12765106,The space mission was an urgent matter for the crew.,pass,,An urgent matter for a space crew gives mission a clear purposeful-operation meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
pose,12135993,Chemical fungicides offer some protection from rust diseases but they are costly and pose threats to the environment.,reject,specialist-background; context-too-hard,"Fungicides, rust diseases, and environmental threats create specialist agriculture vocabulary that overwhelms pose.",phase-a-post-curation-review,216485891,sentence-read,NO,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,false
guarantee,11696504,Compliance with a robber's demands does not guarantee your safety.,reject,violence,A robber's demands and personal safety add a threatening crime context that is unnecessary for guarantee.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,false
diploma,11257157,Tom got his degree from a diploma mill.,pass,,A diploma mill is a recognizable education context that clearly demonstrates diploma.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
professional,12317707,Professional wrestling is a performance art.,pass,,Professional wrestling as performance art gives professional a clear occupation-and-performance meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
focus,12767992,Tom's focus on sustainable gardening has inspired his neighbors.,pass,,Sustainable gardening inspiring neighbors gives focus a clear attention-and-activity meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
electric,10274991,Electric motors deliver strong acceleration because they offer more torque than equivalent gasoline engines.,pass,,"Electric motors, acceleration, and torque form a coherent accessible engineering context for electric.",phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
religion,9715179,Any religion or philosophy can be taken to excess.,pass,,"The sentence directly discusses religion or philosophy without advocating a specific belief, making religion clear.",phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
interact,9805280,Does cannabis interact with antidepressants or lithium?,reject,medical-heavy; context-too-hard,"Cannabis, antidepressants, and lithium create a specialist drug-interaction context that overwhelms interact.",phase-a-post-curation-review,216485891,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
orient,10930666,You need a map to orient yourself.,pass,,A map helping someone orient themselves is a direct practical example with no extra background.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
endure,12769181,"The mountains endure, as we must.",pass,,"Mountains enduring as people must is a concise, understandable figurative use of endure.",phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
recipe,11454957,Tom died without telling anyone his secret recipe.,reject,death-heavy; context-dependent,Dying without telling a secret makes recipe part of an unresolved death story rather than a neutral food context.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,false
inflict,10844687,Locusts are threatening to inflict more pain on some of the most drought-ravaged parts of eastern Australia.,reject,death-heavy; context-too-hard,Drought-ravaged regions and inflicting pain on communities add disaster and geographic background that overwhelms inflict.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
massive,11944884,Shoplifting from massive corporations is a noble endeavor.,reject,political-heavy; violence,Shoplifting and calling it noble is an ideological criminal claim that is not appropriate as a neutral context for massive.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,false
panic,12764926,The crisis put everyone in a state of panic.,pass,,A crisis putting everyone into panic gives panic a clear emotional state meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
assurance,12768696,You walk with the assurance of one who knows their path.,pass,,Assurance in the walk of someone who knows their path gives assurance a clear confidence meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
promising,12777404,"He held her hand, promising never to let go.",pass,,Holding a hand while promising support gives promising a familiar interpersonal use.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
fabric,10789701,Velvet fabric is often seen as a sign of luxury.,pass,,Velvet fabric as a sign of luxury gives fabric a concrete material meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
millionaire,11758856,You're most likely closer to being homeless than you are to being a millionaire.,reject,political-heavy; other,Homelessness and millionaire status create class-emotional load that is unnecessary for a default example of millionaire.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,false
impact,12768026,Tom read about the impact of global warming on agriculture.,pass,,The impact of global warming on agriculture is a clear environmental cause-and-effect context.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
circulation,12092157,"The redesigned banknote went into circulation on Thursday, but may take some time to show up everywhere.",pass,,A banknote entering circulation is a direct economic use that clearly shows circulation.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
barely,9365594,I can barely scrape by on what I'm making now.,pass,,Scraping by on income is a natural financial phrase that directly illustrates barely.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
donation,10719771,The donation page doesn't allow you to say what it's for.,pass,,A donation page asking what the money is for gives donation a clear practical meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
intellectual,11514159,There was to be no intellectual light from this source.,reject,archaic; weak-teaching-value,No intellectual light from a source is an obscure metaphor that does not present intellectual in a clear modern context.,phase-a-post-curation-review,216485891,sentence-read,NO,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,false
constitution,11121049,Stakeholders are discussing formation of a committee that would oversee the drafting of a constitution.,reject,political-heavy; context-too-hard,Drafting a constitution through stakeholder committees is a specialized political-legal context that overwhelms constitution.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
tick,12112952,Cookie has a tick on her forehead.,pass,,A tick on a forehead is a concrete animal-parasite reference that makes tick clear.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
prey,10513877,Owls can prey on skunks because they have no sense of smell.,pass,,Owls preying on skunks gives prey a clear animal relationship without graphic detail.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
ambition,12775028,Is there a limit to human ambition?,pass,,"The question about a limit to human ambition is a direct, accessible abstract example.",phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
skeptical,10154439,"There is a physical reality, but we must be skeptical of our knowledge of it.",pass,,Being skeptical about knowledge in a physical world gives skeptical a clear questioning attitude.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
enroll,12766031,Did Mary enroll in a new learning course?,pass,,Enrolling in a learning course is a familiar education context that directly shows enroll.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
clone,10782358,Creating a digital clone of someone's voice is now easier than ever.,pass,,A digital voice clone is a contemporary but understandable technology example that clearly teaches clone.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
bizarre,10357464,"Tom's actions might seem bizarre, but he's actually playing five-dimensional chess.",reject,fantastical-context; weak-teaching-value,Five-dimensional chess is a niche metaphor that adds cultural and fantastical load unrelated to the basic target bizarre.,phase-a-post-curation-review,216485891,sentence-read,NO,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,false
behavior,12380875,Tom's behavior this evening has been asinine.,pass,,Calling behavior asinine is a direct and familiar evaluative use of behavior.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
lease,10054477,We're signing a new lease on Sunday.,pass,,Signing a new lease is a common housing transaction that makes lease clear.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
opponent,10819676,Tom made his opponent tap out.,pass,,An opponent tapping out is a recognizable sports context that directly illustrates opponent.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
luggage,10236661,Stow your carry-on luggage in the overhead compartments.,pass,,Stowing carry-on luggage overhead is a concrete travel instruction that clearly shows luggage.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
loyalty,12777546,Do you think loyalty is the key to lasting love?,pass,,Loyalty as a key to lasting love gives loyalty a familiar relationship meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
ward,10611691,There isn't a good psych ward for trans people around here.,reject,medical-heavy; public-controversy,A psych ward and trans people create sensitive medical and identity-policy context unrelated to teaching ward.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,false
suffice,10056966,Suffice to say it was a horrible night.,reject,context-dependent; weak-teaching-value,"Suffice to say is a formulaic discourse fragment followed by an unexplained horrible night, so the target is not taught standalone.",phase-a-post-curation-review,216485891,sentence-read,NO,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL,false
threaten,11270819,The world is full of bipolar people who don't threaten vulnerable minorities.,reject,medical-heavy; hate,"Bipolar people are used in a stigmatizing claim about threatening minorities, adding medical and identity harm unrelated to threaten.",phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,false
evaluate,12262025,I don't understand French well enough to evaluate poetry in the language.,pass,,Not understanding French well enough to evaluate poetry gives evaluate a clear judgment meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
issue,12311342,A big conservation issue is the co-existence of people and animals.,pass,,A conservation issue involving people and animals gives issue a clear public-problem meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
permissible,10116181,I asked him if it was ever permissible for a parent to punish their child.,reject,violence; weak-teaching-value,Punishing a child makes permissible depend on a violence-adjacent parenting dispute that is unnecessary for the target.,phase-a-post-curation-review,216485891,sentence-read,NO,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,false
disregard,10104687,He has a maverick disregard for protocol.,pass,,A maverick disregard for protocol gives disregard a clear attitude toward rules.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
stability,12765327,They fought to maintain peace and stability in the galaxy.,pass,,Maintaining peace and stability in a galaxy gives stability a clear condition-of-order meaning.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
catholic,12071397,Catholic priests used to keep the tops of their heads shaved.,reject,religious-heavy; archaic,Catholic priests and shaved heads create a religious historical context that is unnecessary for a default example of catholic.,phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,false
propaganda,9101344,You are not immune to propaganda.,pass,,"Not being immune to propaganda is a concise, direct civic-media context that clearly teaches propaganda.",phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
boring,12406383,"The lecture was pretty boring, so I started to doze off.",pass,,A boring lecture causing sleepiness gives boring a familiar classroom context.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
sacrifice,11787807,We must never forget Tom's sacrifice.,reject,death-heavy; context-dependent,"Tom's unexplained sacrifice is emotionally loaded and ambiguous, so sacrifice lacks a clear standalone teaching context.",phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,false
crucial,12767033,Data protection is crucial in the modern age.,pass,,Data protection being crucial in the modern age is a clear contemporary importance context.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
vocal,12395454,Only male insects sing and they don't sing like humans or birds. They don't have vocal chords.,reject,unnatural-English,"The sentence says vocal chords instead of the standard vocal cords, so it is not a reliable natural English model.",phase-a-post-curation-review,216485891,sentence-read,NO,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,false
definitely,9415502,One of these potatoes was definitely bad.,pass,,"One potato being definitely bad is a simple, concrete example of definitely.",phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
bronze,12092164,The artifacts included statues and pieces made of bronze and terracotta.,pass,,Bronze and terracotta artifacts give bronze a clear material-and-history context.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
trial,12766130,Will the justice system face challenges in this trial?,pass,,A justice-system trial is a direct legal context that clearly shows trial.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
signal,11166812,Tom changed lanes without using his turn signal.,pass,,Changing lanes without a turn signal is a familiar driving situation that clearly demonstrates signal.,phase-a-post-curation-review,216485891,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
