word,sentenceId,sentence,decision,categories,rationale,reviewType,selectionSource,seed,semanticDecisionSource,defaultLearningAppropriateness,targetTeachingValue,contextVocabularyLoad,syntaxSimplicity,standaloneClarity,topicNeutrality,naturalModernEnglish,finalEditorDecision,severeInappropriate
prosperous,8488055,"If he were still of this world, his offspring would be prosperous.",reject,death-heavy; context-too-hard,"Of this world and offspring create a literary death euphemism with harder family vocabulary, adding background unrelated to prosperous.",phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
implication,12095704,I resent your implication that I am engaged to you only because of your money.,pass,,Resenting an implication about engagement and money gives implication a clear interpersonal meaning.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
invert,11224170,"Tap the ""A"" button to add a blue filter and invert colors so light becomes dark and dark becomes light.",pass,,A filter that inverts light and dark colors makes invert concrete in a familiar interface instruction.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
comprehension,8849727,Translation is as much artistry as it is comprehension.,pass,,The contrast between translation as artistry and comprehension gives comprehension a clear understanding-related meaning.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
divine,12773261,"To err is human, but to forgive is divine.",reject,religious-heavy; archaic,The forgiveness proverb presents divine in a religious and literary frame that is not a neutral default context.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,false
hierarchy,9049588,There's no such thing as a natural hierarchy.,pass,,"The claim about natural hierarchy is a direct, readable example of hierarchy as an ordering system.",phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
consent,11089718,It's not consent unless it can be revoked at any time.,pass,,"The revocable-consent rule states the target precisely and remains a modern, self-contained social example.",phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
symmetry,11233291,"The new elements also provide a certain symmetry to the periodic table, filling out the seventh row of the chart.",pass,,"The periodic table example shows symmetry as structural balance, and the chemistry setting is concise and intelligible.",phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
overwhelming,12759700,Astronauts often describe space as both beautiful and overwhelming.,pass,,Astronauts describing space as beautiful and overwhelming gives overwhelming a clear emotional scale.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
ethnic,11372247,Ethnic religions are common among tribal peoples.,reject,religious-heavy; context-too-hard,"Ethnic religions and tribal peoples are specialist, identity-sensitive categories that add unnecessary load to ethnic.",phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,false
accumulate,11178247,"Local business owners clean the beach each morning, but the trash begins to accumulate shortly after.",pass,,Beach cleanup followed by accumulating trash gives accumulate a clear repeated-growth context.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
credible,7036151,The websites of some predatory publishers look credible.,pass,,Predatory publishers looking credible illustrates credible through a familiar warning about deceptive appearance.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
mercury,12759610,"Mercury is the closest planet to the sun, but not the hottest.",pass,,Mercury's position among the planets gives the target a concrete scientific meaning with familiar language.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
redundant,10723392,Our redundant infrastructure ensures the highest levels of service availability.,reject,context-too-hard; specialist-background,Redundant infrastructure and service availability are IT operations jargon that is substantially harder than redundant.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,false
autonomy,11024109,Bodily autonomy is a human right.,pass,,"Bodily autonomy as a human right is a direct, modern definition-like use of autonomy with simple vocabulary.",phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
contract,9485157,Tom convinced the judge to nullify the contract.,reject,context-too-hard; specialist-background,A judge nullifying a contract requires legal vocabulary and makes contract depend on the harder target-adjacent verb nullify.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,false
sue,11764741,We're going to sue your pants off!,reject,unnatural-English; weak-teaching-value,"Sue your pants off is an informal threat-like idiom, not a clear neutral example of sue's ordinary legal meaning.",phase-a-random-review,r4-targeted,216485889,sentence-read,NO,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,false
characterize,11095212,Openness and toughness characterize Korean diplomacy.,reject,political-heavy; proper-noun-heavy,Korean diplomacy places characterize in a named geopolitical context and adds specialist political vocabulary.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
coupon,10162282,This coupon can only be redeemed in-store.,pass,,A coupon redeemed in-store is a concrete retail situation that makes coupon clear.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
genetic,8902722,People with a given skin color do not form a genetic clade.,reject,context-too-hard; hate,Genetic clades and skin-color classification require specialist biology and sensitive racial background unrelated to basic genetic teaching.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
turbulent,12769149,His wisdom is the anchor in turbulent seas.,pass,,"The anchor metaphor makes turbulent easy to understand as unstable or rough, and the sentence is complete.",phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
foam,8567766,Most shoe soles nowadays are made from foam.,pass,,Foam in shoe soles is a concrete manufacturing example with simple vocabulary.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
bacteria,12315070,After harmful bacteria are removed the filtered water is disinfected with chemicals.,pass,,Removing harmful bacteria from water gives bacteria a clear everyday health-and-cleaning context without graphic detail.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
clue,12027126,I've got no clue why Tom said that to you.,pass,,I've got no clue is a common conversational phrase that directly illustrates clue.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
throne,12775923,The king's throne was made of the finest mahogany.,pass,,A king's throne made of wood is a straightforward historical object context that clearly shows throne.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
minority,10019223,A rule that works for a large global language like English might not work for a small minority language.,pass,,The contrast between a global language and a minority language directly teaches minority in a coherent language context.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
bust,11389113,Today has been a bust... a bummer!,reject,unnatural-English; weak-teaching-value,"Bust and bummer are both slangy, and the ellipsis leaves the intended meaning less clear than a modern default example should.",phase-a-random-review,r4-targeted,216485889,sentence-read,NO,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,false
resistant,11156257,Yellow or stripe rust has been in the region for many years but was contained by using certain resistant crops.,reject,specialist-background; context-too-hard,"Stripe rust, crops, and regional containment are specialist agriculture terms that overwhelm resistant.",phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,false
inland,10940123,"As climate change raises sea levels, salty ocean water is pushing its way inland.",pass,,Sea levels pushing water inland gives inland a clear spatial direction in a current but understandable environmental context.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
establish,12766036,Will they establish new trade routes soon?,pass,,Establishing trade routes is a clear historical-economic use of establish with simple syntax.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
relevant,12354333,Deleting comments that are no longer relevant is not transparent.,pass,,"Deleting comments that are no longer relevant is a concrete, modern example of relevant.",phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
poke,11065019,We don't want to poke the bear.,pass,,Poking the bear is a common idiom that clearly conveys provoking a dangerous reaction.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
prone,9316997,People are prone to believe disparaging lies about people they don't like.,reject,context-too-hard; hate,"Disparaging lies about disliked people introduces judgmental social conflict and a harder adjective, so it is not a neutral context for prone.",phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
certainty,12770843,He watches the world with calm certainty.,pass,,Calm certainty is a concise emotional description that directly demonstrates certainty.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
frequent,11062502,A downside to frequent flyer miles is that using them is complicated.,pass,,Frequent-flyer miles are a familiar travel reward context that makes frequent clear.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
hostile,11247972,Lack of moderation creates a hostile environment in which it is less possible to carry out a project's main purpose.,pass,,Moderation creating a hostile environment is an understandable online or workplace example with the target central.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
stable,12766046,Are global relations more stable now?,pass,,The question about global relations being stable is a simple abstract use that clearly shows stable.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
clan,11411054,A clan of fairies lives under there.,reject,fantastical-context; weak-teaching-value,A clan of fairies is fantastical and gives clan an unusual group context rather than a natural default example.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,false
exception,12465775,This function takes a string and either returns an integer or throws an exception.,reject,context-too-hard; specialist-background,"Strings, integer types, and exceptions are programming terms that make exception inaccessible as a default learning context.",phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,false
incident,11937838,It's been three years since the incident.,reject,context-dependent; weak-teaching-value,"The sentence refers only to the incident without explaining what happened, so incident cannot be understood fully on its own.",phase-a-random-review,r4-targeted,216485889,sentence-read,NO,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL,false
versatile,12175541,Swiss Army knives are versatile tools.,pass,,A Swiss Army knife is a familiar multi-use object that clearly demonstrates versatile.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
alternative,11525911,"If alternative medicine worked, it would just be called medicine.",reject,medical-heavy; public-controversy,The sarcastic claim about alternative medicine makes the target depend on a medical controversy rather than a neutral contrast.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,false
input,10173034,"If the device is not connected to the internet, the date and time settings will have to be manually input.",pass,,Manually inputting date and time on a device gives input a clear modern technical use without specialist detail.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
furniture,11261806,"The furniture was beautifully polished, but did not have a bright gloss.",pass,,Polished furniture and gloss provide a concrete household context that makes furniture clear.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
asset,12766677,Humanity's greatest asset is its compassion.,pass,,Calling compassion humanity's greatest asset gives asset a clear figurative value meaning.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
accessory,12490216,Tom wears glasses purely as a fashion accessory.,pass,,Glasses used as a fashion accessory is a simple everyday example that directly teaches accessory.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
infinite,12778581,Do we live in a world of infinite possibilities?,pass,,Infinite possibilities is a common abstract phrase that makes infinite clear.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
pore,10928392,"The scientists say older cloth is best because repeated washings soften and loosen the threads, reducing the pore size.",pass,,Cloth threads and pore size give pore a concrete physical meaning in a readable science example.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
premium,12350876,How much does the premium membership cost?,pass,,The cost of premium membership is a common service-and-price context that makes premium clear.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
extraordinary,11170654,The stock exchange has been chalking up extraordinary numbers.,reject,context-too-hard; unnatural-English,"A stock exchange chalking up numbers combines finance jargon with an idiom, making extraordinary less accessible than necessary.",phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,false
repay,9766924,He gave him a delay to repay him his debt.,reject,unnatural-English; context-dependent,The repeated pronouns and wording about giving a delay to repay a debt are awkward and unclear modern English.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,false
maintain,12765166,They were part of the effort to maintain peace and order.,pass,,Maintaining peace and order is a standard public-life collocation that clearly shows maintain.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
compare,12759852,Tom often shares his notes with Mary to compare their interpretations.,pass,,Sharing notes to compare interpretations is a natural study context that directly demonstrates compare.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
courtesy,10164957,"Where I come from, that's just common courtesy.",pass,,Common courtesy is a familiar social phrase that gives courtesy a clear meaning.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
primarily,12052035,The health effects of chromium are primarily related to the valence state of the metal at the time of exposure.,reject,medical-heavy; context-too-hard,Chromium exposure and valence state are specialist chemistry and health terms that overwhelm primarily.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
disease,11915173,Declawing is not recommended to prevent cat scratch disease.,reject,medical-heavy; context-too-hard,Declawing and cat-scratch disease create veterinary and medical load that is unnecessary for a default example of disease.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
jerk,11148845,I quietly helped a jerk and he blurted it out.,pass,,Helping someone who is called a jerk is a simple interpersonal sentence that clearly shows jerk as an insult.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
military,10164952,Military recruiters came to our school.,pass,,Military recruiters visiting a school is a direct institutional context that makes military clear without graphic content.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
insight,8993583,"Whenever I've felt there was no hope, I waited and gained new insight.",pass,,Waiting through hopelessness and gaining insight gives insight a clear reflective meaning in a complete sentence.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
mingle,10236666,Tom is single and ready to mingle.,pass,,Single and ready to mingle is a familiar playful phrase that directly illustrates mingle.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
basis,11927072,It's hard to avoid what forms the basis of the economic system.,pass,,The basis of an economic system is a clear abstract collocation that demonstrates basis without specialist detail.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
speculate,12188991,"What could I do other than speculate as to your motives, when you didn't tell me them?",reject,syntax-too-complex; context-dependent,"The long question nests motives, withholding information, and a comparison clause, so speculate is harder to process than necessary.",phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,PASS,FAIL,FAIL,PASS,PASS,FAIL,false
flush,11354319,You have to jiggle the handle to get it to flush.,pass,,Jiggling a handle to make a toilet flush is a concrete household action that clearly teaches flush.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
champion,11650589,Mary is the world chess champion.,pass,,A world chess champion is a simple achievement context that makes champion obvious.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
contact,12378793,Contact with radioactive waste is unlikely to give you superpowers.,pass,,"The radioactive-waste superpowers line is a clearly marked humorous warning, and contact remains the central physical relation.",phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
destined,12778575,Are we destined to repeat our mistakes?,pass,,Repeating mistakes is a familiar situation that gives destined a clear sense of being likely or fated.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
instantaneous,12060096,"He knew it was so, with an unaccountable but instantaneous certainty.",reject,context-too-hard; unnatural-English,"Unaccountable and the inverted certainty phrasing are difficult and literary, so instantaneous is not presented in a natural default sentence.",phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,false
addict,11959606,I used to be an addict.,reject,medical-heavy; other,The personal statement about being an addict makes the example emotionally and medically loaded without enough teaching context for the target.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,false
participant,10913414,"Each participant wore an activity monitor to measure heart rate, perspiration and sleep quality.",reject,medical-heavy; context-too-hard,"Perspiration, heart-rate measurement, and sleep-quality monitoring create specialist health load that overwhelms participant.",phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
blunt,11905387,Tom's moody temperament sometimes leads him to make blunt remarks.,pass,,Blunt remarks following a moody temperament make blunt clear as direct or tactless.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
leather,11838550,"The head nurse came striding up, her leather heels clacking on the tile floor.",pass,,Leather heels clacking under a nurse's stride give leather a concrete material-and-clothing context.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
evident,12771351,"Once the dust settled, the truth was evident.",pass,,Once dust settles and truth becomes evident is a common phrase showing evident as clear or obvious.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
abundance,11620143,I went to my garden and found abundance.,pass,,"Finding abundance in a garden gives abundance a concrete, positive quantity context.",phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
luxury,10789701,Velvet fabric is often seen as a sign of luxury.,pass,,Velvet fabric as a sign of luxury is a familiar material-and-status example that clearly teaches luxury.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
merely,13148354,Tom insisted it was merely a verbal altercation and never got physical.,reject,violence; context-too-hard,A verbal altercation and whether it became physical add conflict and legal-like vocabulary unrelated to the basic target merely.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,false
grief,11558944,Grief can mess you up if you're not careful.,pass,,Grief being difficult to handle is a direct emotional use that clearly teaches grief without graphic detail.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
fossil,11263097,The fossil proved to be the first one of its kind that revealed the tail fin contour in its entirety.,reject,specialist-background; context-too-hard,Tail-fin contour and a first-of-its-kind fossil discovery are specialist paleontology details that overwhelm fossil.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,false
conservative,11820287,"While I'm unashamedly a conservative, I'm also unashamed to admit that science has proven these things.",reject,political-heavy; context-dependent,The speaker's conservative identity and vague reference to what science proved make the sentence partisan and unclear on its own.,phase-a-random-review,r4-targeted,216485889,sentence-read,NO,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,false
abuse,11600790,Abuse of power is only possible because we let people have power.,pass,,Abuse of power is a common civic collocation that directly shows abuse as misuse rather than physical harm.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
resume,10087374,I've made some changes to my resume.,pass,,Changes to a resume are a common job-search context that makes resume clear.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
creation,12778541,Do we live in a world of our own creation?,pass,,Our own creation is a simple philosophical use that directly illustrates creation.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
resort,12764689,The resort had everything they needed for a perfect vacation.,pass,,A resort with everything needed for vacation gives resort a concrete travel context.,phase-a-random-review,r4-targeted,216485889,sentence-read,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,false
