word,sentenceId,sentence,decision,categories,rationale,reviewType,seed,severeInappropriate
partition,12406201,I need to partition my hard drive.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
passion,12776137,Are you driven by your passion?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
pastime,8022246,"Mary's favorite pastime was reading philosophy books, while Tom preferred masturbating.",reject,sexual,The sentence uses explicit sexual activity as the example context.,risk-targeted,,false
pave,12311448,He hopes this will help pave the way to accessible ultra-sophisticated personalized medicine.,reject,medical-heavy; context-too-hard,The sentence makes the learner process unnecessary medical detail instead of the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
peak,8908904,"Even if we do not immediately succeed in leading the Kabyle to its peak, others will succeed.",reject,obscure-background; weak-teaching-value,"The sentence requires obscure names, places, history, or specialist background before it can be understood. The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden.",risk-targeted,,false
peg,10159859,I took Tom down a peg.,reject,context-dependent; weak-teaching-value,"The sentence is not sufficiently standalone or leaves a key reference unresolved. The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden.",risk-targeted,,false
penalty,12411736,Should we reinstate the death penalty?,reject,political-heavy; violence,"The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context.",risk-targeted,,false
penguin,10007125,I am a native speaker of the penguin language.,reject,weak-teaching-value; unnatural-English,"The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden. The wording is awkward, archaic, or unnatural for a modern default teaching example.",risk-targeted,,false
perception,12766805,Learning opens new doors of perception.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
perfection,12768676,"We seek beauty not in perfection, but in truth.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
performance,12317707,Professional wrestling is a performance art.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
perfume,11919494,"Ambergris is the foundation of nearly every perfume, and in ancient times was used for spicing wine.",reject,obscure-background; context-too-hard,"The sentence requires obscure names, places, history, or specialist background before it can be understood. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
periodic,12048508,Former trainees are apprised of key changes and updates through periodic communication.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
permanent,11844537,Puberty blockers for trans adolescents save lives without introducing permanent changes.,reject,medical-heavy; public-controversy,The sentence is a sensitive medical-policy claim whose social background is unrelated to teaching permanent as a general adjective.,risk-targeted,,false
permissible,10116181,I asked him if it was ever permissible for a parent to punish their child.,reject,violence; weak-teaching-value,Punishing a child makes permissible depend on a violence-adjacent parenting dispute that is unnecessary for the target.,risk-targeted,,false
persistent,11140283,We have been speaking against the persistent callous attacks in the country.,reject,violence; political-heavy,Persistent callous attacks in an unnamed country create a loaded political and violence context that is unnecessary for teaching persistent.,risk-targeted,,false
petition,12045723,Victory Holdsworth says the secretariat has put together a team to review the petition.,reject,proper-noun-heavy; context-too-hard,"The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
petty,10165023,Tom devised a cunning and incredibly petty plan to get back at Mary.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
phase,12480046,I'm allowed to go through a phase.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
phenomenon,12150313,Scientists look to explain the phenomenon of mass beaching by whales and dolphins.,reject,obscure-background; context-too-hard,"The sentence requires obscure names, places, history, or specialist background before it can be understood. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
pirate,11670695,I was born on a pirate ship.,reject,fantastical-context; weak-teaching-value,Being born on a pirate ship is a playful fantastical claim that does not give pirate a reliable default-learning context.,risk-targeted,,false
pistol,12775252,She loaded her pistol with precision.,reject,violence,"The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context.",risk-targeted,,false
pitch,11237474,The sales pitch didn't go well.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
plague,11603073,Unmoderated hellholes remain extremely niche sites that most people avoid like the plague.,reject,other; context-too-hard,Hellholes and avoid like the plague use hostile internet slang and an intense comparison that is not a neutral context for plague.,risk-targeted,,false
plaster,9805498,Can I travel on a plane if I have a plaster cast?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
plateau,10162528,The panting breathless climbers were on the edge of the plateau.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
plausible,12061522,The trick is to maintain plausible deniability.,reject,political-heavy; context-too-hard,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
poke,11247766,The defense attorney tried to poke a hole in the witness's story.,reject,context-too-hard,The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
pole,11696382,"Putting his athletic skills to the test, Tom pole vaulted his way into the open second-story window.",reject,violence; unnatural-English,"The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context. The wording is awkward, archaic, or unnatural for a modern default teaching example.",risk-targeted,,false
polish,11252737,My mother is Jewish and my father is Polish.,reject,proper-noun-heavy; weak-teaching-value,"The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden. The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden.",risk-targeted,,false
pope,11561193,Why does the Pope live in a palace?,reject,religious-heavy; proper-noun-heavy,"The sentence depends on a religious controversy or background that is unnecessary for the target word. The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden.",risk-targeted,,false
porch,12472073,Grackles keep coming to eat the cat food on the porch.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
pore,10786588,"In lab experiments, when researchers blocked that pore the parasite stopped growing and eventually died.",reject,medical-heavy,The sentence makes the learner process unnecessary medical detail instead of the target word.,risk-targeted,,false
pose,12135993,Chemical fungicides offer some protection from rust diseases but they are costly and pose threats to the environment.,reject,specialist-background; context-too-hard,"Fungicides, rust diseases, and environmental threats create specialist agriculture vocabulary that overwhelms pose.",risk-targeted,,false
possess,12768666,"You possess a strength that comes not from force, but from grace.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
poverty,11170398,Abject poverty and lack of work has led people to go to extreme measures.,reject,political-heavy,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.,risk-targeted,,false
precious,12289195,The most precious good is freedom.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
preclude,11261835,But for the moment his sense of relief was so great as to preclude all other feelings.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
predecessor,12063836,The president has promised a more austere administration than that of his predecessor.,reject,political-heavy; context-too-hard,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
predict,12034353,Futurists try to predict how changes in the world will impact society.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
preliminary,12102058,"Officials say these preliminary suppositions are based upon forensic and circumstantial evidence, as well as intelligence analysis.",reject,context-too-hard,The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
premium,12350876,How much does the premium membership cost?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
presentation,12776907,They prepare a presentation for the team.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
presumably,5128446,Both nocebo and placebo effects are presumably psychogenic.,reject,medical-heavy; context-too-hard,The sentence makes the learner process unnecessary medical detail instead of the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
prevail,8120016,We wish for fraternity to prevail over discord.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
prevalent,10164946,This issue was much more prevalent back then.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
priest,10522568,The abusive priest was moved to a different diocese.,reject,religious-heavy,The sentence depends on a religious controversy or background that is unnecessary for the target word.,risk-targeted,,false
primarily,12125848,"Macular degeneration primarily affects Caucasian people, usually those with light colored eyes.",reject,medical-heavy; context-too-hard,The sentence makes the learner process unnecessary medical detail instead of the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
prime,7792237,What is the largest prime number smaller than a googolplex?,reject,context-too-hard,The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
principal,8813368,He went to all the principal cities of Europe.,reject,unnatural-English; context-too-hard,"The wording is awkward, archaic, or unnatural for a modern default teaching example. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
principle,8105907,Tom doesn't give money to chuggers out of principle.,reject,obscure-background,"The sentence requires obscure names, places, history, or specialist background before it can be understood.",risk-targeted,,false
priority,12766153,Has cybersecurity become a national priority?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
privacy,11720165,"For security and privacy reasons, I don't have Facebook on my phone.",reject,proper-noun-heavy,"The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden.",risk-targeted,,false
privilege,12767032,"Privacy is your right, not a privilege.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
procedure,11248357,The procedure is called catheter ablation because it burns off a small amount of heart muscle.,reject,medical-heavy,The sentence makes the learner process unnecessary medical detail instead of the target word.,risk-targeted,,false
productivity,12777172,He seeks to improve team productivity.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
professional,12148999,You are one of the experts in the room when you sit with a mental health professional.,reject,medical-heavy,The sentence makes the learner process unnecessary medical detail instead of the target word.,risk-targeted,,false
profitable,11822446,"As the economy faltered, his business was no longer profitable.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
progressive,11123420,One of the effects of progressive muscle diseases like cerebral palsy is muscle stiffness.,reject,medical-heavy,The sentence makes the learner process unnecessary medical detail instead of the target word.,risk-targeted,,false
prohibit,12432138,You can't prohibit me from doing that.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
prominent,11671162,"There are several varieties of omelettes, each named after the ingredient prominent in the composition.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
promising,12777404,"He held her hand, promising never to let go.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
promote,12776957,Do you promote hygiene at work?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
prone,9316997,People are prone to believe disparaging lies about people they don't like.,reject,context-too-hard; hate,"Disparaging lies about disliked people introduces judgmental social conflict and a harder adjective, so it is not a neutral context for prone.",risk-targeted,,false
propaganda,11451337,"The ""anti-woke"" propaganda being imported into your country's media comes straight from actual fascists.",reject,extremism; political-heavy,The sentence centers propaganda and fascists in a partisan political claim.,risk-targeted,,false
prophet,11524513,"His disciples consider him a prophet, despite the former mathematics professor's almost phlegmatic demeanor.",reject,religious-heavy; context-too-hard,The sentence depends on a religious controversy or background that is unnecessary for the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
prospect,11576413,"No peril daunts her, no prospect of fatigue or discomfort disheartens or repels her.",reject,unnatural-English; context-too-hard,"The wording is awkward, archaic, or unnatural for a modern default teaching example. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
prosperous,8488055,"If he were still of this world, his offspring would be prosperous.",reject,death-heavy; context-too-hard,"Of this world and offspring create a literary death euphemism with harder family vocabulary, adding background unrelated to prosperous.",risk-targeted,,false
protein,12334989,How do you get your protein?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
protest,11807420,Nazis don't protest on the same side as actual feminists.,reject,extremism; political-heavy,The sentence centers Nazis in a partisan political comparison.,risk-targeted,,false
prototype,11017157,The test launch and landing of the starship prototype Tuesday ended in a crash for the second time since December.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
provided,12765295,Tom provided first aid to injured civilians during the emergency.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
provision,11035776,"A dry morsel with a quiet house, is better than plenty of provision with grumbling.",reject,unnatural-English; context-too-hard,"The wording is awkward, archaic, or unnatural for a modern default teaching example. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
pudding,12372699,Nasa's aerogels are made from a special silica glass gel that's been mixed to the consistency of pudding.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
purchase,12152150,The cash register cannot be opened without a purchase.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
purity,10998491,Bergamot oil may be tested as to its purity by mixing it with alcohol.,reject,specialist-background; context-too-hard,Testing bergamot oil purity by mixing it with alcohol is specialist chemistry detail that overwhelms purity.,risk-targeted,,false
pursuit,12342807,Tom left Boston in pursuit of greener pastures and never looked back.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
racial,11358495,Not every racist country has the same racial classification system.,reject,hate; political-heavy,"The sentence contains an identity-based generalization, slur-adjacent framing, or hateful conflict that is not needed for teaching. The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.",risk-targeted,,false
radiate,10841958,"Like photons from a light source, electric motors wastefully radiate magnetic energy in all directions.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
rank,10077687,Tom rose to the rank of brigadier before retiring from the army.,reject,political-heavy; violence,"The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context.",risk-targeted,,false
rap,11959395,Tom challenged me to a rap battle.,reject,violence,"The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context.",risk-targeted,,false
rational,11537836,But how can you find rational pleasure in spinning round like a teetotum in a room of eighty degrees temperature?,reject,unnatural-English; context-too-hard,"The wording is awkward, archaic, or unnatural for a modern default teaching example. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
rebel,11756292,"With his scruff and his leather jacket, Tom looked like a rebel without a cause.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
rebellion,12319714,No one told Tom about the rebellion.,reject,context-dependent,The sentence is not sufficiently standalone or leaves a key reference unresolved.,risk-targeted,,false
recall,12770999,"Now that you mention it, I recall.",reject,context-dependent,The sentence is not sufficiently standalone or leaves a key reference unresolved.,risk-targeted,,false
recede,11165121,Spain is following Italy in talking about scaling back coronavirus restrictions as its numbers start to recede.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
receipt,10110907,I can't return the product without a receipt.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
recession,12766071,Will the economy recover from the global recession?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
recipe,11454957,Tom died without telling anyone his secret recipe.,reject,death-heavy; context-dependent,Dying without telling a secret makes recipe part of an unresolved death story rather than a neutral food context.,risk-targeted,,false
recite,10059733,Tom can recite the preamble to the U.S. Constitution from heart.,reject,political-heavy; obscure-background,"The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The sentence requires obscure names, places, history, or specialist background before it can be understood.",risk-targeted,,false
reckless,12154388,I was reckless and overly trusting.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
reckon,10525226,I reckon he's in Boston by now.,reject,context-dependent,The sentence is not sufficiently standalone or leaves a key reference unresolved.,risk-targeted,,false
reconcile,10020643,It's best not to try to reconcile the contradictions.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
recreation,13282982,We loitered among the flowers in a digital recreation of the hanging gardens of Babylon.,reject,obscure-background; context-too-hard,"The sentence requires obscure names, places, history, or specialist background before it can be understood. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
redundant,10723392,Our redundant infrastructure ensures the highest levels of service availability.,reject,context-too-hard; specialist-background,Redundant infrastructure and service availability are IT operations jargon that is substantially harder than redundant.,risk-targeted,,false
reel,10164893,I only watched the highlight reel.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
referee,11899535,Neither the referee nor linesman saw the ball cross the goal line.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
reform,11944748,It's not so much a judicial reform as the effective abolition of the independent judiciary.,reject,political-heavy,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.,risk-targeted,,false
refrain,8246720,Jews refrain from proselytizing and even discourage others from converting.,reject,religious-heavy,The sentence depends on a religious controversy or background that is unnecessary for the target word.,risk-targeted,,false
refusal,10790674,Refusal to comply will be met with swift punishment.,reject,violence,"The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context.",risk-targeted,,false
refute,11986639,It is much harder to refute a lie than to tell one.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
regime,12381084,The people are determined to topple the regime at any cost.,reject,political-heavy; violence,"The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context.",risk-targeted,,false
region,11462415,Collateral damage caused by the strikes is fueling militancy in the region.,reject,violence; political-heavy,"The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context. The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.",risk-targeted,,false
regulation,10781042,The President shall promulgate a regulation providing for the mandatory allocation of crude oil.,reject,political-heavy; context-too-hard,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
reject,11621317,Tom rejected Mary before she could reject him.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
relative,11091007,I'm not sure if that qualifies as relative tense.,reject,context-too-hard,The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
release,11260218,The prisoner died of natural causes one day before his scheduled release.,reject,death-heavy; context-dependent,A prisoner dying before release adds an unnecessary death narrative and leaves the emotional situation unsuitable for default learning.,risk-targeted,,false
relevant,12354333,Deleting comments that are no longer relevant is not transparent.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
relief,12765224,Mary played a key role in the volunteer emergency relief team.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
religion,6036927,Science flies you to the moon. Religion flies you into buildings.,reject,religious-heavy; violence,"The sentence depends on a religious controversy or background that is unnecessary for the target word. The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context.",risk-targeted,,false
religious,12113797,Public religious worship was not allowed under the atheistic communist state.,reject,religious-heavy; political-heavy,The sentence depends on a religious controversy or background that is unnecessary for the target word. The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.,risk-targeted,,false
rely,11242378,Antisemitic conspiracy theories rely on the myth of Jewish unity.,reject,hate,"The sentence contains an identity-based generalization, slur-adjacent framing, or hateful conflict that is not needed for teaching.",risk-targeted,,false
renaissance,12777330,She studies the symbolism in Renaissance art.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
render,10802144,A new material might be strong enough to render even an armor-piercing bullet harmless.,reject,violence,"The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context.",risk-targeted,,false
repay,9766892,He gave him a delay to repay him what he loaned him.,reject,unnatural-English,"The wording is awkward, archaic, or unnatural for a modern default teaching example.",risk-targeted,,false
resent,12095704,I resent your implication that I am engaged to you only because of your money.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
reserve,10478490,I'm going to have to reserve judgment on account of the paucity of information related to the subject.,reject,context-too-hard,The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
resistant,11156257,Yellow or stripe rust has been in the region for many years but was contained by using certain resistant crops.,reject,specialist-background; context-too-hard,"Stripe rust, crops, and regional containment are specialist agriculture terms that overwhelm resistant.",risk-targeted,,false
resort,12764689,The resort had everything they needed for a perfect vacation.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
respective,12338125,Our respective favorite shows are doing a crossover episode.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
restore,12765277,They joined the effort to restore order after the natural disaster.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
restrain,11017570,I resigned myself to restrain my feelings.,reject,unnatural-English,"The wording is awkward, archaic, or unnatural for a modern default teaching example.",risk-targeted,,false
resume,10087374,I've made some changes to my resume.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
retention,12777177,She works on employee retention strategies.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
reunion,8594152,Tom brought his husband to the family reunion.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
revelation,10545401,It's not a particularly brilliant revelation of mine.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
revenge,8237500,Those who are stung by wasps take their revenge on grasshoppers.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
reverse,11919032,Adrenochrome doesn't reverse the aging process.,reject,obscure-background,"The sentence requires obscure names, places, history, or specialist background before it can be understood.",risk-targeted,,false
revive,12113816,"But now there's work afoot to revive many of these dead languages, and not just for sheer academic pleasure.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
revolutionary,9267873,Lenin is not comparable to any revolutionary figure in history. Revolutionaries have had ideals. Lenin has none.,reject,political-heavy; context-too-hard,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
ridiculous,13420208,I sound ridiculous whenever I try speaking Danish.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
ritual,12768381,Tom's beauty routine is part of his self-care ritual.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
rivalry,10162430,There's a rivalry between our schools.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
robust,10722131,The software is extremely robust and full-featured.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
romance,10169884,French is a Romance language and English is a Germanic language.,reject,context-too-hard; rare-sense,Romance and Germanic language classifications are specialist linguistic senses that make romance less accessible as a default example.,risk-targeted,,false
royalty,11748267,Royalty is one of the world's biggest grifts.,reject,political-heavy,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.,risk-targeted,,false
sacrifice,10228651,Ancient Carthaginians engaged in child sacrifice.,reject,violence; religious-heavy,The sentence describes child sacrifice.,risk-targeted,,true
sake,12768629,"We seek knowledge not for its own sake, but for wisdom.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
savage,11319213,Savage says her idea to row across the Atlantic would embody those values.,reject,proper-noun-heavy,"The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden.",risk-targeted,,false
scale,11928545,"History is being repeated, but on a far vaster scale.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
scan,12262029,How do you scan French poetry?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
schedule,10101905,I'm still trying to sort my schedule out.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
score,11229121,Tom's credit score isn't very good.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
scrap,8781948,You are like someone who builds a house from scrap lumber.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
scratch,11448803,What are the symptoms of cat scratch fever?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
scrub,11824186,The air quality gets noticeably worse as winter approaches and farmers clear their fields by burning scrub.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
seemingly,11027274,Her seemingly generous actions turned out to be motivated purely by profit.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
segment,11464741,Farmers raising alpacas for their fleece are a growing segment of the U.S. agriculture industry.,reject,specialist-background; proper-noun-heavy; context-too-hard,"Alpaca fleece, U.S. agriculture, and industry create specialist and acronym load that overwhelms segment.",risk-targeted,,false
semester,10116588,My last undergraduate semester is over.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
